2.5823789688035e-32,0.0109915977395944,0.854940884411758,2.88031343735552e-10
2.83055527787985e-10,0.0109891350822553,1.2322669962054,2.53843736925642e-10
3.55746180743704e-10,7.41051328570529e-07,0.188213928002787,5.42587975238058e-11
4.30801219897447e-32,0.0109884081884388,0.248309962197297,1.22927659061751e-10
0.0109873658358904,8.99496319319479e-08,4.24024034773628,2.76420418677482e-10
1.33046075358279e-24,6.50143847368458e-07,1.2272639317613,1.27734862264311e-10
0.0973711595577441,1.51983199316009e-07,2.93892317812991,0.0109873660667028
1.34978380439567e-32,3.31333455898406e-07,2.92715840384122,8.5529675399938e-11
3.01868132589657e-26,1.55030880687033e-06,1.26764944453416,8.33778231966223e-11
2.95215751812585e-32,7.76613785345786e-08,1.2854943539236,2.05695713274763e-10
1.47304332083645e-32,4.34242493985075e-07,2.6195205608962,4.26394962519616e-11
1.7254793257454e-05,0.0109876811681053,0.681826019848528,8.47310684919337e-11
3.32601567032401e-29,5.7674479697813e-07,0.739988901579317,6.13705946300899e-11
5.14470242553097e-05,5.35863711110076e-07,0.973564039891023,1.06834106352995e-10
1.8428218701588e-32,0.0109880043569554,0.500832237768185,0.0109873659480383
1.31535316436206e-07,2.52527118881832e-05,0.292537233805762,2.59139559338365e-10
1.47304332083645e-32,5.81526449489251e-08,0.291060624189998,1.25839805776032e-10
7.38950010999404e-32,0.0109916849952982,2.246469809578,4.20201635234691e-11
1.47304332083645e-32,0.010988588482439,1.67942845941374,1.8660873053199e-10
7.06663087636584e-05,1.48230342088463e-06,0.327305832513981,1.26055823483e-10
1.59630283727724e-32,3.42856428472145e-07,4.40368122638323,9.20015901261642e-11
3.47942493598245e-30,3.00407260579168e-07,0.421481536454287,0.0109873661838409
6.15690494558621e-32,0.010987414251615,0.730145906074296,3.60817257902965e-11
2.37830157966182e-31,4.79417394648528e-06,0.737557156501646,5.89625027109152e-11
3.56845510032977e-32,0.0109876855294066,0.0229614399661446,5.472553923492e-11
1.12932903948986e-28,0.0109873805199563,0.0805983193036908,0.0109873672553384
8.03333046492893e-05,6.48177121853421e-07,0.623430368530044,9.90710019539279e-11
3.20960542109838e-23,0.0109884473677553,0.14675869081169,1.09580587099715e-09
1.34978380439567e-32,3.43959126463461e-06,0.0501875295374792,1.74616713497298e-10
2.19471734876393e-31,0.0109874821259838,1.76545748245331,5.2208252637138e-11
